VendorID,lpep_pickup_datetime,lpep_dropoff_datetime,store_and_fwd_flag,RatecodeID,PULocationID,DOLocationID,passenger_count,trip_distance,fare_amount,extra,mta_tax,tip_amount,tolls_amount,ehail_fee,improvement_surcharge,total_amount,payment_type,trip_type,congestion_surcharge
2,7/1/2021 21:12,7/1/2021 21:24,N,1,255,45,1,2.79,11.5,0.5,0.5,2,0,,0.3,17.55,1,1,2.75
2,7/1/2021 21:40,7/1/2021 21:54,N,1,255,54,1,4.8,16,0.5,0.5,3.46,0,,0.3,20.76,1,1,0
2,7/1/2021 21:13,7/1/2021 21:13,N,5,215,264,1,0,6,0,0,3,0,,0.3,9.3,1,2,0
2,7/1/2021 22:03,7/1/2021 22:19,N,1,75,48,1,3.72,14,0.5,0.5,0,0,,0.3,18.05,2,1,2.75
2,7/1/2021 21:47,7/1/2021 22:27,N,1,221,44,4,15.27,47,0.5,0.5,0,0,,0.3,48.3,1,1,0
1,7/1/2021 21:06,7/1/2021 21:13,N,1,65,97,3,1.2,6.5,0.5,0.5,1.55,0,,0.3,9.35,1,1,0
2,7/1/2021 21:14,7/1/2021 21:25,N,1,75,140,1,2.62,11,0.5,0.5,0,0,,0.3,15.05,1,1,2.75
2,7/1/2021 22:50,7/1/2021 23:01,N,1,74,233,1,3.34,11.5,0.5,0.5,2,0,,0.3,17.55,1,1,2.75
2,7/1/2021 22:13,7/1/2021 22:16,N,1,75,263,1,0.79,4.5,0.5,0.5,1.74,0,,0.3,7.54,1,1,0
2,7/1/2021 22:20,7/1/2021 22:31,N,1,75,42,1,2.27,9.5,0.5,0.5,0,0,,0.3,10.8,2,1,0
2,7/1/2021 22:35,7/1/2021 23:08,N,1,42,49,1,13.51,39.5,0.5,0.5,3,0,,0.3,46.55,1,1,2.75
2,7/1/2021 22:36,7/1/2021 22:51,N,1,75,142,1,3.34,13.5,0.5,0.5,2,0,,0.3,19.55,1,1,2.75
1,7/1/2021 22:11,7/1/2021 22:15,N,1,181,181,1,0.6,4.5,0.5,0.5,1,0,,0.3,6.8,1,1,0
2,7/1/2021 22:29,7/1/2021 22:57,N,1,152,265,2,12.42,37.5,0.5,0.5,0,3,,0.3,41.8,2,1,0
2,7/1/2021 22:36,7/1/2021 22:41,N,1,41,243,1,0.9,5.5,0.5,0.5,2,0,,0.3,8.8,1,1,0
2,7/1/2021 22:56,7/1/2021 23:07,N,5,18,69,2,2.5,9,0,0,0,0,,0.3,9.3,2,2,0
2,7/1/2021 22:31,7/1/2021 22:38,N,1,129,83,1,1.36,7,0.5,0.5,0,0,,0.3,8.3,2,1,0
2,7/1/2021 22:08,7/1/2021 22:21,N,1,244,238,1,4.67,15.5,0.5,0.5,3.91,0,,0.3,23.46,1,1,2.75
2,7/1/2021 22:12,7/1/2021 22:29,N,1,97,256,1,2.7,12.5,0.5,0.5,3.45,0,,0.3,17.25,1,1,0
2,7/1/2021 22:18,7/1/2021 22:22,N,1,75,74,1,0.96,5,0.5,0.5,0,0,,0.3,6.3,1,1,0
2,7/1/2021 22:01,7/1/2021 22:05,N,1,74,75,1,0.83,5,0.5,0.5,1.8,0,,0.3,8.1,1,1,0
2,7/1/2021 22:37,7/1/2021 22:46,N,1,41,152,1,1.65,8,0.5,0.5,0.7,0,,0.3,10,1,1,0
2,7/1/2021 22:25,7/1/2021 22:31,N,1,75,236,1,0,5.5,0.5,0.5,0,0,,0.3,9.55,2,1,2.75
2,7/1/2021 22:43,7/1/2021 23:04,N,1,43,107,1,0,12.5,0.5,0.5,3.31,0,,0.3,19.86,1,1,2.75
1,7/1/2021 22:29,7/1/2021 22:43,N,1,7,112,1,3.3,13,0.5,0.5,4.25,0,,0.3,18.55,1,1,0
2,7/1/2021 22:18,7/1/2021 22:28,N,1,74,166,1,1.93,9,0.5,0.5,1,0,,0.3,11.3,1,1,0
2,7/1/2021 22:31,7/1/2021 22:39,N,1,166,116,1,1.6,7.5,0.5,0.5,0,0,,0.3,8.8,2,1,0
2,7/1/2021 22:44,7/1/2021 22:56,N,1,152,74,1,1.93,10,0.5,0.5,1,0,,0.3,12.3,1,1,0
2,7/1/2021 22:20,7/1/2021 22:22,N,1,95,95,1,0.01,3,0.5,0.5,0,0,,0.3,4.3,2,1,0
2,7/1/2021 22:15,7/1/2021 22:25,N,1,7,223,2,1.78,9,0.5,0.5,0,0,,0.3,10.3,2,1,0
2,7/1/2021 22:41,7/1/2021 22:50,N,1,95,95,1,1.84,8,0.5,0.5,2.7,0,,0.3,12,1,1,0
2,7/1/2021 22:19,7/1/2021 22:19,N,5,247,168,1,0.03,15,0,0,0,0,,0.3,15.3,2,1,0
1,7/1/2021 22:31,7/1/2021 22:35,N,1,41,41,1,0.6,4.5,0.5,0.5,1.15,0,,0.3,6.95,1,1,0
1,7/1/2021 22:37,7/1/2021 22:49,N,1,41,50,1,3.2,12,3.25,0.5,2,0,,0.3,18.05,1,1,2.75
2,7/1/2021 22:04,7/1/2021 22:34,N,5,7,82,1,3.51,15,0,0,0,0,,0.3,15.3,2,2,0
2,7/1/2021 22:10,7/1/2021 22:27,N,1,75,79,1,4.93,16.5,0.5,0.5,0,0,,0.3,20.55,2,1,2.75
2,7/1/2021 22:12,7/1/2021 22:32,N,1,66,112,1,4.67,18.5,0.5,0.5,5.94,0,,0.3,25.74,1,1,0
2,7/1/2021 22:36,7/1/2021 22:50,N,5,75,244,1,4.91,20,0,0,0,0,,0.3,20.3,2,2,0
2,7/1/2021 21:25,7/1/2021 21:48,N,1,244,186,1,7.85,26,0.5,0.5,6.01,0,,0.3,36.06,1,1,2.75
2,7/1/2021 22:47,7/1/2021 23:20,N,1,44,115,3,14.84,43,0.5,0.5,0,0,,0.3,44.3,1,1,0
2,7/1/2021 22:06,7/1/2021 22:14,N,1,74,151,1,1.96,8.5,0.5,0.5,0,0,,0.3,9.8,2,1,0
2,7/1/2021 22:07,7/1/2021 22:14,N,1,95,134,1,0.95,6.5,0.5,0.5,0,0,,0.3,7.8,2,1,0
2,7/1/2021 22:07,7/1/2021 22:13,N,1,147,168,1,1.8,7.5,0.5,0.5,0,0,,0.3,8.8,2,1,0
1,7/1/2021 23:00,7/1/2021 23:05,N,1,74,74,1,1,5.5,0.5,0.5,1.35,0,,0.3,8.15,1,1,0
2,7/1/2021 23:34,7/2/2021 0:10,N,1,119,265,2,11.85,39,0.5,0.5,0,0,,0.3,40.3,2,1,0
2,7/1/2021 23:09,7/1/2021 23:19,N,1,244,152,1,1.72,9,0.5,0.5,0,0,,0.3,10.3,2,1,0
2,7/1/2021 23:01,7/1/2021 23:12,N,1,75,140,1,2.44,10.5,0.5,0.5,2.91,0,,0.3,17.46,1,1,2.75
2,7/1/2021 23:57,7/2/2021 0:04,N,1,75,263,1,1.49,7.5,0.5,0.5,2.31,0,,0.3,13.86,1,1,2.75
2,7/1/2021 23:14,7/1/2021 23:17,N,1,134,135,1,0.7,4.5,0.5,0.5,1.45,0,,0.3,7.25,1,1,0
2,7/1/2021 23:20,7/1/2021 23:39,N,1,247,137,1,8.55,25.5,0.5,0.5,0.45,0,,0.3,30,1,1,2.75
2,7/1/2021 23:33,7/1/2021 23:40,N,1,260,82,1,1.24,6.5,0.5,0.5,0,0,,0.3,7.8,2,1,0
2,7/1/2021 23:58,7/2/2021 0:06,N,1,174,136,1,1.69,8,0.5,0.5,0,0,,0.3,9.3,2,1,0
2,7/1/2021 23:13,7/1/2021 23:21,N,1,75,74,1,1.52,7.5,0.5,0.5,0,0,,0.3,8.8,2,1,0
2,7/1/2021 23:23,7/1/2021 23:30,N,1,74,74,1,0.77,6,0.5,0.5,1,0,,0.3,8.3,1,1,0
2,7/1/2021 23:36,7/1/2021 23:42,N,1,75,236,1,1.2,6,0.5,0.5,1,0,,0.3,11.05,1,1,2.75
2,7/1/2021 23:31,7/1/2021 23:54,N,1,130,161,1,12.88,36.5,0.5,0.5,9.33,6.12,,0.3,56,1,1,2.75
2,7/1/2021 23:49,7/1/2021 23:54,N,1,7,7,1,0.72,5.5,0.5,0.5,0,0,,0.3,6.8,2,1,0
2,7/1/2021 23:33,7/1/2021 23:37,N,1,7,223,5,1.34,6,0.5,0.5,0,0,,0.3,7.3,2,1,0
2,7/1/2021 23:53,7/1/2021 23:53,N,1,130,130,1,0,2.5,0.5,0.5,11,0,,0.3,14.8,1,1,0
1,7/1/2021 23:06,7/1/2021 23:46,N,1,75,215,1,15.8,49,0.5,0.5,1,6.55,,0.3,57.85,1,1,0
2,7/1/2021 23:00,7/1/2021 23:47,N,1,21,252,1,31.3,85,0.5,0.5,0,0,,0.3,86.3,1,1,0
2,7/1/2021 23:17,7/1/2021 23:20,N,1,74,74,1,0.73,4.5,0.5,0.5,0,0,,0.3,5.8,2,1,0
2,7/1/2021 23:28,7/1/2021 23:28,N,5,98,98,2,0,25,0,0,0,0,,0.3,25.3,1,2,0
2,7/1/2021 23:59,7/2/2021 0:19,N,1,255,261,1,5.82,20,0.5,0.5,4.81,0,,0.3,28.86,1,1,2.75
2,7/2/2021 0:00,7/2/2021 0:09,N,1,166,238,1,1.63,8.5,0.5,0.5,0,0,,0.3,12.55,2,1,2.75
2,7/1/2021 23:19,7/1/2021 23:19,N,5,168,168,1,0.03,15,0,0,0,0,,0.3,15.3,2,1,0
2,7/1/2021 23:42,7/2/2021 0:04,N,1,25,234,1,6.63,22.5,0.5,0.5,5.31,0,,0.3,31.86,1,1,2.75
2,7/1/2021 23:35,7/1/2021 23:53,N,1,168,169,1,3.05,14,0.5,0.5,0,0,,0.3,15.3,2,1,0
2,7/1/2021 23:53,7/2/2021 0:06,N,1,69,244,1,2.62,11.5,0.5,0.5,0,0,,0.3,12.8,2,1,0
2,7/1/2021 23:31,7/2/2021 0:51,N,1,136,10,1,26.8,90.5,0.5,0.5,0,6.55,,0.3,98.35,1,1,0
2,7/1/2021 23:24,7/1/2021 23:29,N,1,75,74,1,1.36,6,0.5,0.5,1.46,0,,0.3,8.76,1,1,0
2,7/1/2021 23:09,7/1/2021 23:11,N,1,42,41,1,0.46,4,0.5,0.5,0,0,,0.3,5.3,2,1,0
2,7/1/2021 23:12,7/1/2021 23:29,N,1,41,48,1,6.31,20.5,0.5,0.5,0,0,,0.3,24.55,2,1,2.75
2,7/1/2021 22:49,7/1/2021 22:57,N,1,244,116,1,1.28,7,0.5,0.5,0,0,,0.3,8.3,2,1,0
2,7/1/2021 23:43,7/1/2021 23:51,N,1,65,49,1,1.45,7.5,0.5,0.5,1,0,,0.3,9.8,1,1,0
2,7/1/2021 23:20,7/1/2021 23:32,N,1,74,151,1,2.27,10.5,0.5,0.5,2.95,0,,0.3,14.75,1,1,0
2,7/1/2021 23:02,7/1/2021 23:15,N,1,74,238,1,3.03,11.5,0.5,0.5,0,0,,0.3,15.55,2,1,2.75
2,7/1/2021 23:26,7/1/2021 23:32,N,1,74,42,1,1.44,7,0.5,0.5,0,0,,0.3,8.3,2,1,0
2,7/1/2021 23:04,7/1/2021 23:09,N,1,42,74,1,1.89,7,0.5,0.5,0,0,,0.3,8.3,2,1,0
2,7/1/2021 23:22,7/1/2021 23:30,N,1,74,42,1,1.54,8,0.5,0.5,0,0,,0.3,9.3,2,1,0
2,7/1/2021 23:32,7/1/2021 23:44,N,1,42,168,2,2.09,10,0.5,0.5,0,0,,0.3,11.3,2,1,0
2,7/1/2021 23:55,7/2/2021 0:03,N,5,168,42,1,2.69,15,0,0,0,0,,0.3,15.3,2,2,0
2,7/1/2021 23:58,7/2/2021 0:23,N,1,75,242,1,10.58,31.5,0.5,0.5,5,0,,0.3,37.8,1,1,0
2,7/2/2021 0:03,7/2/2021 0:18,N,1,244,166,1,2.71,12.5,0.5,0.5,2.76,0,,0.3,16.56,1,1,0
2,7/2/2021 0:21,7/2/2021 0:52,N,1,136,159,1,4.41,16,0.5,0.5,0,0,,0.3,17.3,2,1,0
2,7/2/2021 0:05,7/2/2021 0:20,N,1,75,213,1,6.66,20,0.5,0.5,0,0,,0.3,21.3,2,1,0
2,7/2/2021 0:30,7/2/2021 0:45,N,1,95,258,1,3.25,13.5,0.5,0.5,0,0,,0.3,14.8,2,1,0
2,7/2/2021 0:12,7/2/2021 0:21,N,1,7,7,1,1.45,7.5,0.5,0.5,1,0,,0.3,9.8,1,1,0
2,7/2/2021 0:07,7/2/2021 0:14,N,1,7,7,5,1.32,7,0.5,0.5,2.08,0,,0.3,10.38,1,1,0
1,7/2/2021 0:21,7/2/2021 0:39,N,1,116,94,1,4.5,16,0.5,0.5,0,0,,0.3,17.3,2,1,0
1,7/2/2021 0:16,7/2/2021 0:25,N,1,215,216,1,1.7,8,0.5,0.5,1,0,,0.3,10.3,1,1,0
2,7/2/2021 0:18,7/2/2021 0:42,N,1,252,254,1,10.93,33,0.5,0.5,0,6.55,,0.3,40.85,1,1,0
2,7/2/2021 0:52,7/2/2021 1:49,N,1,254,21,1,29.63,83.5,0.5,0.5,0,6.55,,0.3,91.35,1,1,0
2,7/2/2021 0:38,7/2/2021 0:54,N,1,75,226,1,5.17,17,0.5,0.5,4.21,0,,0.3,25.26,1,1,2.75
2,7/2/2021 0:18,7/2/2021 0:27,N,1,260,7,2,1.6,8,0.5,0.5,1,0,,0.3,10.3,1,1,0
2,7/2/2021 0:37,7/2/2021 0:42,N,1,255,112,1,1.07,5.5,0.5,0.5,1.7,0,,0.3,8.5,1,1,0
2,7/2/2021 0:32,7/2/2021 0:47,N,5,7,173,4,5.3,20,0,0,0,0,,0.3,20.3,2,2,0
2,7/2/2021 0:15,7/2/2021 0:50,N,1,226,163,1,7.72,28.5,0.5,0.5,0,6.55,,0.3,36.35,1,1,0
2,7/2/2021 0:36,7/2/2021 1:03,N,1,212,212,2,5.02,21,0.5,0.5,0,0,,0.3,22.3,2,1,0
2,7/2/2021 0:07,7/2/2021 0:11,N,1,42,116,1,0.68,5,0.5,0.5,0,0,,0.3,6.3,2,1,0
2,7/2/2021 0:14,7/2/2021 0:38,N,1,41,90,1,5.16,19.5,0.5,0.5,1,0,,0.3,24.55,1,1,2.75
2,7/2/2021 0:14,7/2/2021 0:26,N,1,244,166,1,2.34,10.5,0.5,0.5,2.36,0,,0.3,14.16,1,1,0
2,7/2/2021 0:38,7/2/2021 0:52,N,1,42,41,1,1.03,10,0.5,0.5,0,0,,0.3,11.3,2,1,0
2,7/2/2021 1:05,7/2/2021 1:10,N,1,42,41,1,0.96,5.5,0.5,0.5,0,0,,0.3,6.8,2,1,0
2,7/2/2021 0:33,7/2/2021 0:35,N,5,177,177,1,0,25,0,0,0,0,,0.3,25.3,1,2,0
2,7/2/2021 0:05,7/2/2021 0:17,N,1,244,262,1,6.58,19,0.5,0.5,1,0,,0.3,24.05,1,1,2.75
2,7/2/2021 0:07,7/2/2021 0:20,N,1,41,243,1,4.33,14.5,0.5,0.5,3.95,0,,0.3,19.75,1,1,0
2,7/2/2021 0:20,7/2/2021 0:24,N,5,130,130,1,0.84,14,0,0,2.86,0,,0.3,17.16,1,2,0
2,7/2/2021 0:25,7/2/2021 0:37,N,1,127,244,1,3.23,12,0.5,0.5,0,0,,0.3,13.3,2,1,0
2,7/2/2021 0:57,7/2/2021 1:02,N,1,74,152,1,1.37,6,0.5,0.5,0,0,,0.3,7.3,2,1,0
2,7/2/2021 1:05,7/2/2021 1:10,N,1,135,134,1,1.21,6,0.5,0.5,1.46,0,,0.3,8.76,1,1,0
2,7/2/2021 1:23,7/2/2021 1:37,N,1,42,127,1,4.3,15,0.5,0.5,2,0,,0.3,18.3,1,1,0
2,7/2/2021 1:40,7/2/2021 1:43,N,1,127,127,1,0.42,4,0.5,0.5,1.06,0,,0.3,6.36,1,1,0
2,7/2/2021 1:34,7/2/2021 1:40,N,1,75,263,1,1.47,7,0.5,0.5,2.76,0,,0.3,13.81,1,1,2.75
1,7/2/2021 1:12,7/2/2021 1:28,N,1,166,168,1,3.8,15,0.5,0.5,4.05,0,,0.3,20.35,1,1,0
2,7/2/2021 1:38,7/2/2021 1:47,N,1,41,41,2,1.43,8.5,0.5,0.5,1.96,0,,0.3,11.76,1,1,0
2,7/2/2021 1:23,7/2/2021 1:26,N,1,7,7,2,0.64,4.5,0.5,0.5,1.74,0,,0.3,7.54,1,1,0
2,7/2/2021 1:43,7/2/2021 2:00,N,1,260,75,5,5.9,18,0.5,0.5,0,0,,0.3,22.05,2,1,2.75
2,7/2/2021 1:14,7/2/2021 1:19,N,1,75,151,1,1.67,7,0.5,0.5,0,0,,0.3,8.3,2,1,0
2,7/2/2021 1:17,7/2/2021 1:27,N,1,82,223,2,2.74,10.5,0.5,0.5,0,0,,0.3,11.8,2,1,0
2,7/2/2021 1:01,7/2/2021 1:21,N,5,129,215,1,9.89,30,0,0,0,0,,0.3,30.3,2,2,0
2,7/2/2021 1:49,7/2/2021 2:06,N,5,82,258,1,5.16,25,0,0,0,0,,0.3,25.3,2,2,0
2,7/2/2021 1:03,7/2/2021 1:06,N,1,212,248,3,0.57,4,0.5,0.5,0,0,,0.3,5.3,2,1,0
2,7/2/2021 1:14,7/2/2021 1:18,N,1,212,248,2,0.78,5,0.5,0.5,0,0,,0.3,6.3,2,1,0
2,7/2/2021 1:31,7/2/2021 1:37,N,1,212,213,2,1.38,6.5,0.5,0.5,0,0,,0.3,7.8,2,1,0
2,7/2/2021 1:13,7/2/2021 1:14,N,1,42,42,1,0.54,3.5,0.5,0.5,0,0,,0.3,4.8,2,1,0
2,7/2/2021 1:20,7/2/2021 1:44,N,1,42,211,1,8.1,24.5,0.5,0.5,0,0,,0.3,28.55,2,1,2.75
2,7/2/2021 1:20,7/2/2021 1:25,N,5,166,238,1,0.94,12,0,0,0,0,,0.3,12.3,2,2,0
2,7/2/2021 1:57,7/2/2021 2:07,N,1,41,247,1,2.61,10,0.5,0.5,0,0,,0.3,11.3,2,1,0
2,7/2/2021 1:12,7/2/2021 1:51,N,5,116,119,1,7.56,17,0,0,0,0,,0.3,17.3,2,1,0
2,7/2/2021 1:53,7/2/2021 1:54,N,5,119,119,1,0,35,0,0,0,0,,0.3,35.3,1,2,0
2,7/2/2021 2:08,7/2/2021 2:15,N,1,74,75,1,1.53,7.5,0.5,0.5,0,0,,0.3,8.8,2,1,0
2,7/2/2021 2:45,7/2/2021 2:55,N,1,74,42,1,1.4,8.5,0.5,0.5,0,0,,0.3,9.8,2,1,0
2,7/2/2021 2:02,7/2/2021 2:09,N,1,7,193,1,1.78,8,0.5,0.5,0,0,,0.3,9.3,2,1,0
2,7/2/2021 2:32,7/2/2021 2:44,N,1,7,141,1,3.5,12.5,0.5,0.5,0,0,,0.3,16.55,2,1,2.75
2,7/2/2021 1:48,7/2/2021 1:52,N,1,75,238,1,1.31,5.5,0.5,0.5,1.36,0,,0.3,8.16,1,1,0
2,7/2/2021 2:08,7/2/2021 2:17,N,1,75,263,1,0.95,7,0.5,0.5,0.83,0,,0.3,9.13,1,1,0
2,7/2/2021 2:28,7/2/2021 2:39,N,1,75,143,1,3.16,11.5,0.5,0.5,2,0,,0.3,17.55,1,1,2.75
2,7/2/2021 2:39,7/2/2021 2:54,N,1,74,147,1,3.16,13.5,0.5,0.5,3.7,0,,0.3,18.5,1,1,0
2,7/2/2021 2:42,7/2/2021 2:49,N,1,41,42,1,0.79,6,0.5,0.5,1.82,0,,0.3,9.12,1,1,0
2,7/2/2021 2:21,7/2/2021 2:27,N,1,243,244,1,1.04,6.5,0.5,0.5,0,0,,0.3,7.8,2,1,0
2,7/2/2021 2:08,7/2/2021 2:20,N,5,42,168,1,3.16,15,0,0,0,0,,0.3,15.3,2,2,0
2,7/2/2021 2:37,7/2/2021 2:41,N,1,42,41,1,0.64,5,0.5,0.5,0.63,0,,0.3,6.93,1,1,0
2,7/2/2021 2:45,7/2/2021 2:53,N,5,41,116,1,1.69,9,0,0,0,0,,0.3,9.3,2,2,0
2,7/2/2021 2:58,7/2/2021 3:03,N,1,42,41,1,1.35,7,0.5,0.5,0,0,,0.3,8.3,2,1,0
2,7/2/2021 3:34,7/2/2021 3:34,N,5,80,80,2,0,70,0,0,0.05,0,,0.3,70.35,1,2,0
2,7/2/2021 3:26,7/2/2021 3:26,N,5,212,212,1,0,20,0,0,0,0,,0.3,20.3,1,2,0
2,7/2/2021 3:40,7/2/2021 3:45,N,1,116,244,1,1.13,6,0.5,0.5,0,0,,0.3,7.3,2,1,0
2,7/2/2021 3:05,7/2/2021 3:08,N,1,75,74,1,0.76,4.5,0.5,0.5,0,0,,0.3,5.8,1,1,0
2,7/2/2021 3:54,7/2/2021 4:26,N,5,70,132,1,11.31,24.2,0,0.5,0,0,,0.3,25,2,1,0
2,7/2/2021 3:41,7/2/2021 3:51,N,1,74,138,1,6.83,19.5,0.5,0.5,0,6.55,,0.3,27.35,1,1,0
2,7/2/2021 3:24,7/2/2021 3:35,N,1,82,168,1,6.29,19,0.5,0.5,5.37,6.55,,0.3,32.22,1,1,0
2,7/2/2021 3:53,7/2/2021 3:53,N,1,150,150,1,0.02,2.5,0.5,0.5,0,0,,0.3,3.8,2,1,0
2,7/2/2021 3:30,7/2/2021 3:43,N,1,226,83,1,1.61,10,0.5,0.5,0,0,,0.3,11.3,2,1,0
2,7/2/2021 3:54,7/2/2021 4:05,N,1,129,70,1,1.86,9.5,0.5,0.5,0,0,,0.3,10.8,2,1,0
2,7/2/2021 3:11,7/2/2021 3:18,N,1,41,116,1,1.69,7.5,0.5,0.5,2.2,0,,0.3,11,1,1,0
2,7/2/2021 3:29,7/2/2021 3:38,N,1,42,168,1,1.91,8,0.5,0.5,0,0,,0.3,9.3,2,1,0
2,7/2/2021 4:35,7/2/2021 5:12,N,1,126,168,1,10.15,35,0.5,0.5,0,0,,0.3,36.3,1,1,0
2,7/2/2021 4:53,7/2/2021 5:08,N,1,174,47,1,4.26,14.5,0.5,0.5,0,0,,0.3,15.8,2,1,0
2,7/2/2021 4:11,7/2/2021 4:14,N,1,166,42,1,1.11,5,0.5,0.5,0,0,,0.3,6.3,2,1,0
2,7/2/2021 4:20,7/2/2021 4:27,N,1,41,42,1,1.68,8,0.5,0.5,0,0,,0.3,9.3,2,1,0
2,7/2/2021 4:34,7/2/2021 4:53,N,1,42,126,1,5.88,19.5,0.5,0.5,0,0,,0.3,20.8,2,1,0
2,7/2/2021 4:26,7/2/2021 6:05,N,1,14,23,1,23.36,91.5,0.5,0.5,0,6.55,,0.3,99.35,1,1,0
2,7/2/2021 4:25,7/2/2021 4:25,N,1,210,264,1,0,2.5,0.5,0.5,0,0,,0.3,3.8,2,1,0
2,7/2/2021 4:40,7/2/2021 4:40,N,1,210,210,1,0,2.5,0.5,0.5,0,0,,0.3,3.8,2,1,0
2,7/2/2021 4:59,7/2/2021 4:59,N,5,244,244,1,0.1,70,0,0,0,0,,0.3,70.3,1,2,0
2,7/2/2021 4:01,7/2/2021 4:15,N,1,116,230,1,5.96,19.5,0.5,0.5,2,0,,0.3,25.55,1,1,2.75
2,7/2/2021 4:32,7/2/2021 4:38,N,1,116,244,1,1.44,6.5,0.5,0.5,1.56,0,,0.3,9.36,1,1,0
2,7/2/2021 5:39,7/2/2021 5:45,N,1,168,74,1,1.38,7,0.5,0.5,0,0,,0.3,8.3,2,1,0
2,7/2/2021 5:52,7/2/2021 6:06,N,1,10,197,1,2.83,12,0.5,0.5,0,0,,0.3,13.3,1,1,0
2,7/2/2021 5:30,7/2/2021 5:45,N,1,152,236,1,0,9.5,0.5,0.5,3,0,,0.3,16.55,1,1,2.75
2,7/2/2021 6:01,7/2/2021 7:03,N,1,213,197,1,0.96,34,0.5,0.5,0,6.55,,0.3,41.85,1,1,0
2,7/2/2021 5:54,7/2/2021 5:57,N,1,74,194,6,1.51,6,0.5,0.5,0,0,,0.3,7.3,2,1,0
2,7/2/2021 6:00,7/2/2021 6:00,N,5,223,223,3,0.29,65,0,0,0,0,,0.3,65.3,1,2,0
2,7/2/2021 5:29,7/2/2021 5:29,N,1,169,169,1,0.19,3,0.5,0.5,0.86,0,,0.3,5.16,1,1,0
2,7/2/2021 6:51,7/2/2021 7:01,N,1,75,166,1,2.13,9.5,0.5,0.5,2.7,0,,0.3,13.5,1,1,0
1,7/2/2021 5:47,7/2/2021 5:54,N,1,74,152,1,1.4,6.5,0.5,0.5,0,0,,0.3,7.8,2,1,0
2,7/2/2021 6:05,7/2/2021 6:24,N,1,130,77,1,7.1,22.5,0.5,0.5,4.76,0,,0.3,28.56,1,1,0
2,7/2/2021 5:54,7/2/2021 5:58,N,1,74,166,1,1.14,5.5,0.5,0.5,0,0,,0.3,6.8,2,1,0
2,7/2/2021 5:27,7/2/2021 7:04,N,1,71,136,1,24.82,91,0.5,0.5,0,6.55,,0.3,98.85,1,1,0
2,7/2/2021 5:34,7/2/2021 5:44,N,1,127,42,1,4.51,15,0.5,0.5,0,0,,0.3,16.3,2,1,0
2,7/2/2021 5:41,7/2/2021 5:55,N,1,116,246,1,6.76,20.5,0.5,0.5,7.36,0,,0.3,31.91,1,1,2.75
2,7/2/2021 6:13,7/2/2021 7:22,N,1,169,39,2,24.22,74,0,0.5,0,6.55,,0.3,81.35,1,1,0
2,7/2/2021 6:09,7/2/2021 6:42,N,1,18,74,1,8.16,31.5,0,0.5,0,6.55,,0.3,38.85,1,1,0
2,7/2/2021 6:43,7/2/2021 7:38,N,1,74,197,1,12.42,50.5,0,0.5,0,6.55,,0.3,57.85,1,1,0
2,7/2/2021 6:29,7/2/2021 6:43,N,1,74,141,1,3.21,12,0,0.5,3.11,0,,0.3,18.66,1,1,2.75
2,7/2/2021 6:23,7/2/2021 6:31,N,1,75,74,1,2.07,9,0,0.5,1,0,,0.3,10.8,1,1,0
2,7/2/2021 6:56,7/2/2021 7:22,N,1,95,237,1,7.98,25.5,0,0.5,7.26,0,,0.3,36.31,1,1,2.75
2,7/2/2021 6:31,7/2/2021 6:37,N,1,74,75,1,1.15,6,0,0.5,1.36,0,,0.3,8.16,1,1,0
2,7/2/2021 6:24,7/2/2021 7:02,N,1,235,197,1,17.55,52,0,0.5,0,6.55,,0.3,59.35,1,1,0
2,7/2/2021 6:31,7/2/2021 6:35,N,1,43,237,1,1.34,6,0,0.5,0,0,,0.3,9.55,2,1,2.75
2,7/2/2021 6:09,7/2/2021 6:12,N,1,130,130,1,0.43,3.5,0,0.5,0,0,,0.3,4.3,2,1,0
2,7/2/2021 6:09,7/2/2021 6:19,N,1,41,162,1,3.82,12.5,0,0.5,1,0,,0.3,17.05,1,1,2.75
2,7/2/2021 6:33,7/2/2021 6:38,N,1,74,168,1,1.97,7.5,0,0.5,0,0,,0.3,8.3,2,1,0
2,7/2/2021 6:45,7/2/2021 7:03,N,1,42,92,1,9.65,28,0,0.5,4,6.55,,0.3,39.35,1,1,0
1,7/2/2021 6:03,7/2/2021 6:15,N,1,74,152,1,1.7,9.5,0,0.5,0,0,,0.3,10.3,2,1,0
1,7/2/2021 6:57,7/2/2021 7:10,N,1,75,24,1,2.4,11,0,0.5,2.95,0,,0.3,14.75,1,1,0
2,7/2/2021 6:14,7/2/2021 6:36,N,1,223,207,1,3.51,16.5,0,0.5,0,0,,0.3,17.3,1,1,0
2,7/2/2021 6:23,7/2/2021 6:45,N,1,166,259,1,9.76,29.5,0,0.5,6.06,0,,0.3,36.36,1,1,0
1,7/2/2021 6:31,7/2/2021 6:42,N,1,74,237,1,3.5,12,2.75,0.5,3.85,0,,0.3,19.4,1,1,2.75
2,7/2/2021 6:07,7/2/2021 7:04,N,1,23,49,1,18.86,60,0,0.5,0,6.55,,0.3,67.35,1,1,0
2,7/2/2021 6:18,7/2/2021 7:04,N,1,191,197,1,10.08,40,0,0.5,0,0,,0.3,40.8,1,1,0
2,7/2/2021 5:57,7/2/2021 6:59,N,1,174,197,1,20.52,66.5,0,0.5,0,6.55,,0.3,73.85,1,1,0
